Unnamed: 0.1;Unnamed: 0;Educational Year;Country;Region;Location Name;Location Address;Teachers;Completed Date;SKU;Product Name;Product Variation;Category;Email;Phone;Parent Full Name;Parent Last Name;Parent Occupation;Where do you work?(parent);How did you find us?;StudentID;Student Name;Student Age;Student Birthday;Student First Name;Student Gender;Student Preferred Language;Student Current School;Student Experience;Student Diet;Remarks;Address 1&2;Postcode;City;Country Name;Order ID;Payment Method Title;Order Status;Cart Discount Amount;Order Total Amount;Customer Note;Order Number;Order Subtotal Amount;Order Status.1;Order Date;Item Name;Item Quantity;Coupon Code;Number of coupons used;Payment Method Title.1;Payment Method;Item Cost Before Discount;Item Cost;Item Discount Amount;Educational Years;Period;PostCodes
27;27;2021-2022;DE;Iowa;Brewer-Gentry | CoderMinds;931 Megan Court Suite 698, Mcdonaldstad, KS 08042;Scott Horne;YYYY-25-DD 08:25:SS;DEIo01-20230525-CC;Regular Course;City: Port Tammyside | Address: 565 Juan Cape, South Veronicaton, IA 07387;;madelineford@woods.biz;-7412;Crystal Floyd;Turner;Engineer, site;Stephenson, Case and Kane;Advertisement;STDID-28;Cristina Padilla;9;2014-08-06;Cristina;female;Dutch;Middle School;Nor wind even picture matter coach wrong.;Vegan;Heart forward time water second.;988 Isaac Neck, East Jennifer, WY 67163;35092;West Tina;Russian Federation;49e5a6b4-cf3e-43b6-b565-e250dad88448;iDEAL;Cancelled;44,05;487,82;Crime protect usually.;8848;443,77;Cancelled;YYYY-25-DD 08:25:SS;Regular Course;3;cdm19954;0;PayPal;mollie_wc_gateway_paypal;1,019,845,848;9,178,924,944;1,019,533,533;2017;;1038 BB
28;28;2023-2024;DE;Connecticut;Anderson-Ryan | CoderMinds;1215 Melissa Manors, New Robertberg, ID 53951;David Gray;YYYY-10-DD 11:10:SS;DECo01-20230628-CC;Spring Break Coder-Camp 2024;City: Lake Kristen | Address: PSC 0760, Box 4852, APO AP 69473;;gonzalesadam@yahoo.com;(384)782-5174x1765;Nathan Pruitt;Lam;Dispensing optician;Parker, Vargas and Price;Advertisement;STDID-29;Jessica Sellers;7;2016-03-16;Jessica;female;Spanish;High School;Feeling whole truth business across hold approach.;Gluten-free;Late field first fish.;81262 Christopher Island Apt. 379, Burtonside, OH 24128;89336;Johnsonshire;Western Sahara;66c1c4d3-4c25-411a-88e3-e2e03c150c87;PayPal;Processing;32,63;348,08;Pattern likely commercial city.;21248;315,45;Processing;YYYY-10-DD 11:10:SS;Spring Break Coder-Camp 2024;2;cdm79189;0;iDEAL;mollie_wc_gateway_ideal;2,320,455,488;1,915,959,531;4,044,959,573;2011;3.0;1039 BC
29;29;2023-2024;FR;Colorado;Moore-Mitchell | CoderMinds;942 Kenneth Parkway Suite 944, Georgeside, HI 58066;Jennifer Jackson;YYYY-55-DD 01:55:SS;FRCo01-20231220-CC;Workshop;City: Carolynview | Address: 192 Fleming Trail, New Richard, MI 66608;;mariah15@hotmail.com;1-945-740-1283;Kimberly Cooper;Malone;Engineer, maintenance (IT);Pearson Inc;Online;STDID-30;Robert Newton;11;2012-04-03;Robert;male;French;Elementary School;The specific much impact system read morning.;Vegan;Time coach walk less perform.;USNV Williamson, FPO AE 23407;45751;Emmaberg;Belarus;2b977062-21b5-4a0f-b941-b60a55be8737;iDEAL;Completed;44,67;444,58;Take character general country thousand nearly rich.;34516;399,91;Completed;YYYY-55-DD 01:55:SS;Workshop;1;cdm83845;1;Credit Card;mollie_wc_gateway_credit_card;27,079,266;2,273,043,533;4,348,830,662;2022;4.0;1040 BD
30;30;2023-2024;ES;Florida;Elliott, Warren and Davis | CoderMinds;5754 Johnny Prairie Suite 359, South Kathleen, WI 60066;Meredith Anderson;YYYY-34-DD 04:34:SS;ESFl01-20230504-CC;Spring Break Coder-Camp 2024;City: Victorhaven | Address: 6560 Rita Port, Port Jesusside, VA 19161;;gardnerjoshua@gmail.com;1.942.013.168;Crystal Lee;Stewart;Microbiologist;Baker Group;Online;STDID-31;Rebecca Hall;16;2008-01-24;Rebecca;female;French;Elementary School;Or bad air every form husband pressure window.;Vegetarian;Book the study worker chair spend.;51239 Benitez Fort Apt. 055, New Cole, VA 11427;35107;West Gary;Portugal;159921f0-701a-4e49-a8fc-408be0df2dd5;Bank Transfer;Completed;14,81;425,8;Speech effect allow expect across common receive.;86350;410,99;Completed;YYYY-34-DD 04:34:SS;Spring Break Coder-Camp 2024;2;cdm70183;1;PayPal;mollie_wc_gateway_paypal;1,362,065,177;1,248,180,947;1,138,842,308;2022;2.0;1041 BE
31;31;2023-2024;NL;Wyoming;King Group | CoderMinds;64837 Reeves Tunnel, East Morgan, VT 75729;Ryan Davis;YYYY-42-DD 08:42:SS;NLWy01-20230419-CC;Workshop;City: West Joshua | Address: 3811 Chloe Corners Apt. 419, North Margaretburgh, DC 93600;;rickanderson@yahoo.com;191-079-8770;Justin Collier;Juarez;Child psychotherapist;Moss, Ramirez and Williams;Online;STDID-32;Debbie Watts;15;2008-08-27;Debbie;female;French;High School;Join appear can piece deal popular.;Gluten-free;Option else tough last enjoy.;318 Alyssa Unions, South Morgan, WA 23914;84497;North David;Nauru;ac193168-7046-4411-b5a8-15ecb31aa537;PayPal;Completed;44,46;413,37;Several how least radio paper agency society.;75491;368,91;Completed;YYYY-42-DD 08:42:SS;Workshop;4;cdm52742;0;iDEAL;mollie_wc_gateway_ideal;2,868,710,378;2,699,348,074;1,693,623,036;2013;1.0;1042 BF
32;32;2021-2022;ES;Alaska;Mayer, Bell and Aguirre | CoderMinds;39996 Devin Drive Apt. 115, Mullinstown, CT 14647;Margaret Martin;YYYY-05-DD 20:05:SS;ESAl01-20240214-CC;Regular Course;City: Lake Jason | Address: 34212 Monica Parkways, East Jamesport, IA 10832;;jgomez@hotmail.com;(447)516-1540x45502;Catherine Donaldson;Hall;Chartered public finance accountant;Murray-Blevins;Word of mouth;STDID-33;Christopher Rodriguez;11;2012-12-13;Christopher;male;German;Middle School;My according news yard cause.;Vegan;Way radio small catch act firm watch.;360 Allen Overpass Apt. 321, North Pamelaburgh, CA 53849;14309;Judychester;South Georgia and the South Sandwich Islands;73f63212-3a90-45ea-9c2d-67b6976a2967;Credit Card;Processing;22,23;435,57;Improve quite second pressure more job project.;90204;413,34;Processing;YYYY-05-DD 20:05:SS;Regular Course;5;cdm75703;1;iDEAL;mollie_wc_gateway_ideal;4,758,960,185;4,005,894,586;7,530,655,989;2016;2.0;1043 BG
33;33;2023-2024;DE;California;Hall-Rodriguez | CoderMinds;8797 Stacy Pines Apt. 679, Hannahside, LA 31563;Sharon Pennington;YYYY-10-DD 02:10:SS;DECa01-20240102-CC;Spring Break Coder-Camp 2024;City: Thomasfurt | Address: 060 Connor Turnpike Apt. 352, Frostborough, NC 72407;;fcook@perez.com;078.720.3071x506;Anna Graves;Sullivan;Learning mentor;Mercado LLC;Advertisement;STDID-34;Jason Shaw;10;2013-10-21;Jason;male;Dutch;Elementary School;Science tough behavior tree woman town official.;Vegetarian;Two seven religious smile own member.;USNV Wise, FPO AP 95749;45728;East Dennisville;Azerbaijan;9c0d81d3-901b-4be9-adc7-99a68db48591;PayPal;Completed;43,44;282,89;At whose our usually country drop.;47165;239,45;Completed;YYYY-10-DD 02:10:SS;Spring Break Coder-Camp 2024;1;cdm73220;2;iDEAL;mollie_wc_gateway_ideal;1,356,170,629;1,155,449,762;2,007,208,671;20;3.0;1044 BH
34;34;2022-2023;FR;New Jersey;Rosales Group | CoderMinds;22932 Roberts Tunnel, Lake Timothychester, VA 34875;Stephen Kaufman;YYYY-41-DD 05:41:SS;FRNe01-20240101-CC;Bright Minds;City: South Noahbury | Address: 05895 Anthony Passage, Marciaport, NM 69367;;stephanienichols@patterson-hunt.com;(382)720-2228;Terry Oconnor;Kaiser;Community pharmacist;Powell, Mcfarland and Baker;Advertisement;STDID-35;Mary Collier;16;2007-08-26;Mary;mostly_female;French;High School;Above poor heart factor great relationship.;Vegetarian;South statement action process attack far.;79422 Robert Haven Suite 270, Port Juliaton, OR 97667;24049;Port Lisaside;British Indian Ocean Territory (Chagos Archipelago);7b488023-ee52-43c7-9e78-ca98e58fa571;iDEAL;Completed;8,83;305,9;Picture rise very either class right allow.;81876;297,07;Completed;YYYY-41-DD 05:41:SS;Bright Minds;4;cdm83799;0;Credit Card;mollie_wc_gateway_credit_card;4,054,338,052;3,599,866,904;4,544,711,483;2012-2014;4.0;1045 BI
35;35;2022-2023;DE;South Carolina;Warner, Jones and Webb | CoderMinds;7239 Tucker Place, Cuevastown, IN 35302;Amber Landry;YYYY-33-DD 20:33:SS;DESo01-20230622-CC;Bright Minds;City: Dennisfort | Address: 64148 Castillo Forest, Samueltown, VA 41886;;markjohnson@edwards.com;2.813.073.186;Andrea Mosley;Burgess;Trade mark attorney;Lowe Ltd;Word of mouth;STDID-36;Christina Neal;16;2007-10-05;Christina;female;German;Elementary School;Similar five professional.;Vegan;Prepare something quality six.;419 James Forks, North Susantown, MT 98744;59438;Josephtown;Svalbard & Jan Mayen Islands;82b9be11-5c13-4238-9aa2-e202fcd15a2a;iDEAL;Cancelled;17,73;210,06;Occur particular may amount off discussion.;18908;192,33;Cancelled;YYYY-33-DD 20:33:SS;Bright Minds;2;cdm17107;2;PayPal;mollie_wc_gateway_paypal;1,881,611,513;1,731,856,879;1,497,546,343;2013;2.0;1046 BJ
36;36;2023-2024;US;New Mexico;Miller, Ballard and Gonzalez | CoderMinds;6263 Kayla Turnpike Suite 203, Henryhaven, NE 62160;Kevin Washington;YYYY-03-DD 19:03:SS;USNe01-20230822-CC;Spring Break Coder-Camp 2024;City: Annetteview | Address: 832 Walker Walks Suite 669, Jonesmouth, WI 08760;;kristen12@watson.com;823.474.7371x3852;David Smith;Murphy;Production assistant, radio;Anderson and Sons;Online;STDID-37;Gina Mcdowell;12;2012-03-12;Gina;female;French;High School;Art treatment society travel ok decision old.;Gluten-free;Give up marriage bill would.;232 Giles Burgs Suite 813, Stephensberg, OR 16886;43207;Lake Alanview;Nicaragua;d0d5c188-fd5d-4d0f-8900-3c7eb8970c56;PayPal;Cancelled;13,02;260,39;Order that per fish soon gas assume.;64163;247,37;Cancelled;YYYY-03-DD 19:03:SS;Spring Break Coder-Camp 2024;4;cdm66379;2;iDEAL;mollie_wc_gateway_ideal;1,511,098,549;133,206,131;1,790,372,395;;2.0;1047 BK
37;37;2023-2024;NL;New Hampshire;Orozco Group | CoderMinds;2095 Michael Alley, Campbellberg, TX 69027;Jason Ferguson;YYYY-47-DD 08:47:SS;NLNe01-20240313-CC;Regular Course;City: Reevestown | Address: 5283 Miller Oval, East Annamouth, AZ 95229;;williamskenneth@yahoo.com;001-508-453-1047x9695;Raymond Rios;Howard;Translator;Mullen-Tanner;Online;STDID-38;Angela Jackson;16;2008-01-06;Angela;female;English;Middle School;Girl Congress eye top.;Gluten-free;Hotel gas partner moment appear.;3523 Matthew Track, Terrellville, SC 63871;97679;Snowchester;Ghana;2f059970-29aa-45a6-9c11-3580e400aaab;PayPal;Processing;22,58;343,95;Central should teacher husband above new.;99366;321,37;Processing;YYYY-47-DD 08:47:SS;Regular Course;1;cdm34326;0;iDEAL;mollie_wc_gateway_ideal;4,577,337,191;4,161,649,565;4,156,876,259;;1.0;1048 BL
38;38;2023-2024;US;Iowa;Hamilton PLC | CoderMinds;5845 Young Knoll Suite 812, Blankenshipfurt, MA 24117;Daniel Kelley;YYYY-27-DD 08:27:SS;USIo01-20231106-CC;Spring Break Coder-Camp 2024;City: Matthewstad | Address: 679 James Flats, Johnside, NY 25941;;zblake@wyatt-david.com;015.232.4907x5737;Brenda Alvarez;Howell;Toxicologist;Hurley-Mayer;Advertisement;STDID-39;Daniel Hart;14;2009-05-12;Daniel;male;Spanish;High School;Water future protect traditional recently society.;Vegetarian;Notice difficult religious miss effort fine.;51048 Molly Villages, South Jonathanville, MD 91882;51219;Lake Nicholasport;Saint Kitts and Nevis;daf561a6-56e9-4576-9940-5c490389a7c9;PayPal;Completed;29,87;147,49;Media finally someone human manage article.;92320;117,62;Completed;YYYY-27-DD 08:27:SS;Spring Break Coder-Camp 2024;2;cdm40476;1;Credit Card;mollie_wc_gateway_credit_card;4,074,594,609;3,490,258,685;5,843,359,245;2011;3.0;1049 BM
39;39;2023-2024;DE;North Carolina;Herrera, Miller and Johnson | CoderMinds;63973 Miller Route, Port Jessica, CO 87452;James Reyes;YYYY-46-DD 08:46:SS;DENo01-20230614-CC;Workshop;City: East Richard | Address: 93322 Daniel Station Apt. 978, New Courtney, NE 43493;;ujordan@bruce.com;688-415-0255x32092;Scott Rollins;Vega;Call centre manager;Mason-Harper;Word of mouth;STDID-40;Diana Faulkner;14;2009-06-11;Diana;female;Dutch;High School;Ready smile fish drop style fast above.;;Hour stuff technology until left.;0097 Kimberly Garden, Newmanhaven, ID 38412;57426;Archerborough;Portugal;37d9c657-da9f-459d-897b-6c02c6ac0aae;Credit Card;Completed;34,22;348,71;Successful them term oil think realize.;46417;314,49;Completed;YYYY-46-DD 08:46:SS;Workshop;5;cdm74714;0;PayPal;mollie_wc_gateway_paypal;199,993,665;1,893,691,462;1,062,451,884;2019-2020;4.0;1050 BN
40;40;2022-2023;US;South Carolina;Conway Ltd | CoderMinds;54728 James Point Apt. 710, Port Melissa, AZ 04330;Billy Glass;YYYY-48-DD 21:48:SS;USSo01-20230927-CC;Regular Course;City: Lake Cynthiaside | Address: 90298 Gregg Summit, West Justin, WV 16579;;bhenry@hotmail.com;232-760-3167x345;Jason Sutton;Contreras;Tax adviser;Diaz and Sons;Advertisement;STDID-41;Gregory Matthews;10;2013-07-19;Gregory;male;Dutch;High School;Yeah season hope how which analysis.;Vegan;Couple probably opportunity television usually fish still.;13842 Johnson Garden, Christopherport, OH 11234;36668;North Valerie;Heard Island and McDonald Islands;f7b641e1-9af3-4a0b-a242-08f8fb150edb;PayPal;Completed;49,29;342,14;Away music follow traditional stage teach but image.;46756;292,85;Completed;YYYY-48-DD 21:48:SS;Regular Course;5;cdm27883;1;iDEAL;mollie_wc_gateway_ideal;3,267,390,546;281,941,511;4,479,754,367;;4.0;1051 BO
41;41;2023-2024;NL;Iowa;Cummings, Kidd and Montoya | CoderMinds;415 Huffman Stravenue Apt. 080, Port Matthew, AR 08530;Jaclyn Rogers;YYYY-05-DD 11:05:SS;NLIo01-20231006-CC;Workshop;City: North Lindaville | Address: 7052 John Manors Suite 541, Deborahland, ID 61915;;jonesemily@hotmail.com;577.230.4108x40559;Kayla Hughes;Cuevas;Administrator;Martin-Roberts;Online;STDID-42;Brian Gallegos;12;2011-11-05;Brian;male;Dutch;High School;Trade action reason send water financial.;Vegan;Product although building short into.;419 Susan Key, West Marystad, MT 74616;22551;Youngmouth;United Kingdom;99c03da1-fc59-4ae1-9530-6746d0dc6e21;PayPal;Processing;44,9;373,79;Case particularly sound than.;24951;328,89;Processing;YYYY-05-DD 11:05:SS;Workshop;2;cdm72601;1;iDEAL;mollie_wc_gateway_ideal;24,142,052;1,974,087,406;4,401,177,942;;4.0;1052 BP
42;42;2021-2022;FR;Vermont;Shelton-Terry | CoderMinds;352 Jessica Center, Anneview, CO 33803;Mark Lara;YYYY-02-DD 23:02:SS;FRVe01-20231214-CC;Regular Course;City: East Jacobtown | Address: 115 Harold Trafficway Suite 469, New Jacqueline, DE 71653;;cynthiaerickson@yahoo.com;4372464423;Anne Palmer;Neal;English as a second language teacher;Patrick, Stevenson and Krueger;Word of mouth;STDID-43;Clinton Hoover;17;2006-06-24;Clinton;male;Spanish;Middle School;But hot beat quickly.;Vegan;Spend statement arm film plan owner common.;34062 Bond Mall, Jamesburgh, OK 38527;41659;Marissaborough;Jersey;8a6439a2-62e7-416e-b67c-f5ca68a4f343;Bank Transfer;Cancelled;42,72;137,25;Important performance safe produce trip all.;75356;94,53;Cancelled;YYYY-02-DD 23:02:SS;Regular Course;4;cdm43709;0;PayPal;mollie_wc_gateway_paypal;3,933,291,994;328,740,263;6,458,893,645;2011-2013;2.0;1053 BQ
43;43;2023-2024;NL;New Mexico;Ross Group | CoderMinds;803 Tammy View Suite 445, Simmonsfurt, NY 99208;Michelle Schwartz;YYYY-04-DD 05:04:SS;NLNe01-20231201-CC;Bright Minds;City: Christopherborough | Address: 64919 Schmidt Station, New Michael, NE 89440;;randydrake@lopez-guzman.info;001-961-118-0042;Michael Hampton;Brown;Clinical embryologist;Cross and Sons;Word of mouth;STDID-44;Emily Bautista;17;2006-07-17;Emily;female;German;High School;End always stay throw it.;Vegan;Worker major both life physical under from.;3128 Stephanie Run Suite 017, Estradahaven, VT 94606;79743;Hannahstad;Bhutan;bec6f56c-26e6-4edb-924d-8e4a19311a28;Bank Transfer;Processing;39,73;242,24;Bit outside director his east husband full.;71691;202,51;Processing;YYYY-04-DD 05:04:SS;Bright Minds;4;cdm61390;0;Credit Card;mollie_wc_gateway_credit_card;1,239,291,948;1,047,527,911;1,917,640,374;;1.0;1054 BR
44;44;2022-2023;NL;California;Farrell Group | CoderMinds;5973 Mark Island Apt. 472, South Kevinton, IN 98390;Louis Howard;YYYY-42-DD 23:42:SS;NLCa01-20230524-CC;Regular Course;City: Lake Rachelport | Address: 995 Lane Station, South Ryan, GA 60152;;slang@hotmail.com;001-303-344-6665;Diane Christensen;Perkins;Designer, furniture;Lopez Ltd;Word of mouth;STDID-45;Jonathan Galvan;7;2016-07-15;Jonathan;male;Dutch;High School;Necessary quality in until yard.;Vegetarian;Strong blood full gas.;39579 Tracey Forges Suite 915, South Donaldview, DE 84500;46455;Joshuafort;Switzerland;a78b5f47-9c95-4143-9729-20984e0595db;Bank Transfer;Processing;43,48;278,47;Resource activity it including ready day.;10693;234,99;Processing;YYYY-42-DD 23:42:SS;Regular Course;3;cdm62441;0;Credit Card;mollie_wc_gateway_credit_card;1,253,152,931;1,070,291,911;1,828,610,192;2019;2.0;1055 BS
45;45;2022-2023;US;Arkansas;Young-Rodriguez | CoderMinds;4639 Jackson Village, North Michaelfort, OK 70160;Tiffany Heath;YYYY-35-DD 18:35:SS;USAr01-20231016-CC;Workshop;City: Lake Bailey | Address: 811 Brian Club Apt. 833, Mcphersonville, OH 31436;;mandywhite@moore-andrade.com;(803)550-0500;Bethany Roberts;Reeves;Engineer, production;Francis PLC;Word of mouth;STDID-46;Laura Williamson;9;2014-08-15;Laura;female;Spanish;High School;Cost center owner way hour.;Vegan;Exist those two budget sound man.;853 Erica Via Suite 864, Krystalberg, MS 88230;95902;Lake Zachary;French Polynesia;60c1aee1-2edf-4b55-a606-d8b3064f88f3;Credit Card;Processing;47,79;271,77;Notice give care according whatever building value.;95098;223,98;Processing;YYYY-35-DD 18:35:SS;Workshop;3;cdm78505;2;Credit Card;mollie_wc_gateway_credit_card;254,805,781;2,302,328,402;245,729,408;;3.0;1056 BT
46;46;2021-2022;ES;Vermont;Williams Group | CoderMinds;72548 Montes Summit, New Paul, ID 31855;Courtney Ford;YYYY-25-DD 16:25:SS;ESVe01-20231001-CC;Regular Course;City: Carrieville | Address: 222 Smith Camp, Lake Dylan, IN 12093;;dphelps@hotmail.com;(262)583-8532x253;Alicia Rowe;Preston;Dealer;Bailey and Sons;Online;STDID-47;Maureen Nguyen;18;2005-06-21;Maureen;female;French;Middle School;Indicate court share any window health son.;;Laugh foreign everything debate son.;5676 Newton Harbors Apt. 129, South Christinaville, RI 06348;10515;New Jessica;Wallis and Futuna;18877f88-7c9d-4dc5-9ff7-023a67751da1;iDEAL;Processing;23,43;336,27;Rather since later.;12519;312,84;Processing;YYYY-25-DD 16:25:SS;Regular Course;3;cdm45993;1;PayPal;mollie_wc_gateway_paypal;1,577,242,036;1,301,698,845;275,543,191;;3.0;1057 BU
47;47;2023-2024;US;New Mexico;Hensley-Le | CoderMinds;USCGC Manning, FPO AP 58376;John Brown;YYYY-22-DD 06:22:SS;USNe01-20230614-CC;Regular Course;City: Andrewburgh | Address: 6776 Ford Drive Apt. 606, West Sean, ID 72053;;sanchezalexis@gmail.com;1-920-610-6943x6196;Cheyenne Watkins;Carlson;Television camera operator;Clark, Thomas and Hammond;Online;STDID-48;Matthew Bowen;6;2017-04-01;Matthew;male;French;Elementary School;Design medical listen left area reason fall.;;Budget other against race.;631 Ashley Union Suite 744, West Mary, NY 76947;33521;Candaceland;Mauritius;f10b615f-3a70-4850-ac8f-b9e2cb04d609;iDEAL;Cancelled;16,96;471,57;Traditional accept rich light south.;66057;454,61;Cancelled;YYYY-22-DD 06:22:SS;Regular Course;5;cdm46335;0;PayPal;mollie_wc_gateway_paypal;1,000,294,389;832,348,194;1,679,461,946;11;1.0;1058 BV
48;48;2022-2023;ES;Alabama;Figueroa, Mcdonald and Esparza | CoderMinds;07346 Katherine Roads, Port Elizabethton, HI 80524;Glenn Brown;YYYY-13-DD 18:13:SS;ESAl01-20230913-CC;Spring Break Coder-Camp 2024;City: West Jamiefort | Address: 38075 Berry Estates Suite 881, Jonathanborough, UT 88119;;erika72@yahoo.com;236.284.5637x3754;Shawn Blevins;Yates;Music tutor;Martin-Macias;Online;STDID-49;Richard Decker;16;2007-11-21;Richard;male;English;Elementary School;Draw culture exactly team traditional practice.;Vegetarian;All enjoy wonder Republican offer.;05747 John Mills Apt. 795, Port Kenneth, NJ 61862;80939;North Theresa;India;48e11f60-7fa1-49d5-a011-182280e3af2f;PayPal;Processing;12,28;440,42;Room often never reduce my worker knowledge edge.;36376;428,14;Processing;YYYY-13-DD 18:13:SS;Spring Break Coder-Camp 2024;4;cdm45725;2;PayPal;mollie_wc_gateway_paypal;2,729,039,231;2,333,449,016;3,955,902,147;2018;1.0;1059 BW
49;49;2023-2024;NL;Kentucky;Gill-Kramer | CoderMinds;9841 Seth Points Suite 657, Port Williamside, NH 82771;Sarah Anderson;YYYY-36-DD 15:36:SS;NLKe01-20230803-CC;Workshop;City: Vasquezburgh | Address: 51807 Juan Crescent, West Kimberlymouth, NV 51066;;danielsbobby@hotmail.com;(796)345-1245x315;Michelle Mueller;Saunders;Nurse, learning disability;Holland, Padilla and King;Online;STDID-50;Christian Hicks;7;2017-01-13;Christian;male;French;Elementary School;Best sister couple ago firm several federal.;;Time service responsibility peace small.;189 Patricia Ridge, West Danielleview, WV 52996;63785;East Tracey;Nigeria;5c1c9dec-37e3-46ba-b2ed-00fa6a6944da;Bank Transfer;Processing;13,43;128,95;Wrong morning finally able grow speak officer program.;15687;115,52;Processing;YYYY-36-DD 15:36:SS;Workshop;1;cdm67024;1;PayPal;mollie_wc_gateway_paypal;4,575,097,066;4,284,250,062;2,908,470,033;2018-2020;2.0;1060 BX
50;50;2023-2024;NL;Minnesota;Henry, Brown and Barr | CoderMinds;3426 Nelson Dam Apt. 165, Patelmouth, IL 56962;James Boone;YYYY-40-DD 21:40:SS;NLMi01-20231002-CC;Spring Break Coder-Camp 2024;City: East Patricia | Address: 57516 Miller Courts, South Lori, MA 63786;;sandrahayes@watkins.com;9.268.911.451;Matthew Hicks;Gonzalez;Medical technical officer;Wells PLC;Online;STDID-51;Joshua Jackson;10;2013-12-01;Joshua;male;French;Elementary School;Money type rather.;;Health generation economy notice able avoid.;3998 Virginia Station Suite 740, New Tamarastad, VA 53031;67395;Kevinborough;Brunei Darussalam;9cbf17f6-9a0b-4685-9cf5-d26a3254ffc0;PayPal;Completed;8,42;455,31;Peace current audience leg amount send.;97720;446,89;Completed;YYYY-40-DD 21:40:SS;Spring Break Coder-Camp 2024;2;cdm78224;1;PayPal;mollie_wc_gateway_paypal;3,423,973,305;2,981,164,645;4,428,086,604;;4.0;1061 BY
51;51;2022-2023;DE;Hawaii;Rodriguez, Castro and Hill | CoderMinds;06141 Carter Port, North Jason, NE 02029;Steven Erickson;YYYY-30-DD 11:30:SS;DEHa01-20230624-CC;Bright Minds;City: Angelatown | Address: PSC 5182, Box 9055, APO AP 55015;;xmartin@hotmail.com;987-666-8209x3717;Patricia Johnson;Mitchell;Gaffer;Jones-Holt;Word of mouth;STDID-52;Deborah Walter;15;2008-10-26;Deborah;female;English;Elementary School;Listen apply company pick up responsibility large.;Vegetarian;Fill court morning fact voice push.;17249 Jeffrey Trail Apt. 822, Carrhaven, VA 51287;21218;North Jessica;Jersey;04b104cd-3f74-4efb-a05d-ba605e1c6a6a;Bank Transfer;Cancelled;14,02;471,54;Education major born mention it.;63901;457,52;Cancelled;YYYY-30-DD 11:30:SS;Bright Minds;4;cdm21616;0;PayPal;mollie_wc_gateway_paypal;3,865,772,626;3,569,335,112;2,964,375,148;2010-2012;4.0;1062 BZ
52;52;2023-2024;DE;South Dakota;Calhoun Inc | CoderMinds;0638 Harris Route Suite 395, Jonathonshire, KY 33810;Danielle Davis;YYYY-38-DD 19:38:SS;DESo01-20230813-CC;Bright Minds;City: East Mary | Address: 62329 Bates Heights, New Ross, DE 85022;;hcastillo@roberts-hudson.com;06 46 78 39 40;Melissa White;Best;Designer, multimedia;Harris, Cross and Payne;Word of mouth;STDID-53;William Rose;12;2011-12-14;William;male;Dutch;Middle School;Industry great next say.;Vegetarian;Chair none anyone notice fly option.;07853 Ryan Summit, New Ian, NY 39340;1978;West Hannah;El Salvador;15c5903d-873e-43b5-b6a5-d8f4706b3c4e;PayPal;Completed;13,66;490,81;Rock artist certain reason quickly head same care.;25593;477,15;Completed;YYYY-38-DD 19:38:SS;Bright Minds;2;cdm73424;2;Credit Card;mollie_wc_gateway_credit_card;1,650,416,834;1,476,665,833;1,737,510,018;2016-2017;2.0;1063 CA
53;53;2022-2023;FR;Texas;Lee, Schwartz and Hardy | CoderMinds;Unit 6047 Box 5184, DPO AE 24361;Logan Sparks;YYYY-17-DD 04:17:SS;FRTe01-20240120-CC;Bright Minds;City: Port Christinaland | Address: 8740 Morrow Neck Apt. 711, Charlesmouth, NY 68413;;ijames@gmail.com;4092078037;Heather Lloyd;Watts;Customer service manager;Wilson-Walker;Advertisement;STDID-54;Shawn Terrell;15;2008-08-11;Shawn;mostly_male;German;Elementary School;Half big discover recently site have first.;Vegan;Industry allow hundred possible statement four he clearly.;90810 Webb Hill, Dannyshire, CO 95599;65804;Shannonland;Slovenia;48e88c5c-a141-449d-9535-991078553805;Bank Transfer;Processing;39,99;370,93;Several window argue apply benefit however upon.;11314;330,94;Processing;YYYY-17-DD 04:17:SS;Bright Minds;4;cdm94657;1;iDEAL;mollie_wc_gateway_ideal;3,446,987,132;2,976,845,192;4,701,419,397;2022-2024;3.0;1064 CB
54;54;2021-2022;US;Nebraska;Wood Inc | CoderMinds;005 Abbott Club, East Patrick, DE 63287;Sarah Davis;YYYY-52-DD 18:52:SS;USNe01-20231105-CC;Bright Minds;City: Lake Savannah | Address: 78489 Dawn Avenue Suite 331, Gillborough, CO 72135;;edwardsoto@yahoo.com;1-816-773-4627x70802;Ronald Smith;Ruiz;Neurosurgeon;Nichols, Boyer and Shields;Word of mouth;STDID-55;Daniel Cooper;16;2007-07-24;Daniel;male;Dutch;High School;One series door physical field language population.;Vegetarian;Develop government seat before task teach act.;440 Miller Islands Apt. 829, Amandaton, WI 76786;4778;North Ethanland;Solomon Islands;3aca7094-f181-443b-b413-19877a69009c;Bank Transfer;Cancelled;30,18;263,28;Me seek near response evidence card.;59046;233,1;Cancelled;YYYY-52-DD 18:52:SS;Bright Minds;2;cdm71953;2;Credit Card;mollie_wc_gateway_credit_card;3,191,266,428;2,995,821,177;1,954,452,507;2022-2023;1.0;1065 CC
